Protocolo,Data,Assunto,Situação,Regime,Autoria
02715/2022,07/12/2022,"MOÇÃO DE APLAUSOS Nº 146/2022, DE AUTORIA DA VEREADORA PALOMA TATIANE DA SILVA, COM APOIO DOS DEMAIS PARES, AO ATLETA ADENILSON SANTOS, PELA CONQUISTA DA MEDALHA DE BRONZE NO MUNDIAL DE JIU JITSU ESPORTIVO.",Não Especificado,,PALOMA TATIANE DA SILVA
02714/2022,07/12/2022,"MOÇÃO DE APLAUSOS Nº 145/2022, DE AUTORIA DO VEREADOR THIAGO JÚNIOR ANESIO BRAGGION, COM APOIO DOS DEMAIS PARES, AO CENTRO DE CONTROLE DE ZOONOSES, PELAS 1.200 CASTRAÇÕES REALIZADAS NO MUNICÍPIO, AQUI REPRESENTADO PELA DIRETORA MARIA ÂNGELA PIAZENTIM.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
02713/2022,07/12/2022,"MOÇÃO DE APLAUSOS Nº 144/2022, DE AUTORIA DO VEREADOR MARCOS SABINO FERNANDES, COM APOIO DOS DEMAIS PARES, PELO DIA INTERNACIONAL DA PESSOA COM DEFICIÊNCIA, SENDO TODOS OS HOMENAGEADOS AQUI REPRESENTADOS POR DYESSON HENRIQUE.",Não Especificado,,MARCOS SABINO FERNANDES
02712/2022,07/12/2022,"OPERAÇÃO TAPA-BURACO, NA RUA FAUSTINO DE TOLEDO E    NAS RUAS TRANSVERSAIS A ELA NO BAIRRO JARDIM DI BOSQUE.",Não Especificado,,MARCOS SABINO FERNANDES
02711/2022,07/12/2022,"SINALIZAÇÃO INFORMANDO A EXISTÊNCIA DE RADAR DE VELOCIDADE, E REVITALIZAÇÃO DA PINTURA E INSTALAÇÃO DE PLACAS REFLETIVAS ALERTANDO SOBRE A EXISTÊNCIA DE LOMBADAS DOS DOIS LADOS DA AVENIDA DOUTOR ÊNIO PIRES DE CAMARGO.",Não Especificado,,JEISELE RENATA ROSADA
02710/2022,07/12/2022,FISCALIZAÇÃO DOS IMÓVEIS LOCALIZADOS NA RUA FIORAVANTE ROSSI E APÓS SOLICITAR AOS PROPRIETÁRIOS A LIMPEZA DOS IMÓVEIS E DA CALÇADA.,Não Especificado,,JEISELE RENATA ROSADA
02709/2022,07/12/2022,"VAGA DE CARGA E DESCARGA OU VAGA RÁPIDA NA AVENIDA DOUTOR RODRIGUES ALVES, EM FRENTE AO NÚMERO 310.",Não Especificado,,JEISELE RENATA ROSADA
02708/2022,07/12/2022,"CAPINAÇÃO E LIMPEZA DO CAMPINHO DE FUTEBOL, NO BAIRRO ALTO DO CASTELANI.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02707/2022,07/12/2022,"CONSTRUÇÃO DE UM ""SARJETÃO"" PARA ESCOAMENTO DE ÁGUA PLUVIAL NA RUA JOÃO EMÍDIO CAPOSSOLI, NO BAIRRO SANTA ROSA.",Não Especificado,,PALOMA TATIANE DA SILVA
02706/2022,07/12/2022,"SINALIZAÇÃO DE PINTURA E PLACA INDICANDO PARADA RÁPIDA E EXCLUSIVA EM FRENTE AO RESTAURANTE TEMPERO E SABOR, NA AVENIDA PIO XII.",Não Especificado,,PALOMA TATIANE DA SILVA
02705/2022,07/12/2022,"REFORMA DO PONTO DE ÔNIBUS LOCALIZADO NA RUA MISAEL FRANCHI, NO PARQUE RESIDENCIAL SANTA RITA.",Não Especificado,,PALOMA TATIANE DA SILVA
02704/2022,07/12/2022,"RESTAURAÇÃO DOS APARELHOS DA ACADEMIA AO AR LIVRE E DOS BRINQUEDOS DO PARQUINHO DA ÁREA DE LAZER GILSON GOZZO, NO PARQUE RESIDENCIAL SANTA RITA.",Não Especificado,,PALOMA TATIANE DA SILVA
02703/2022,07/12/2022,"AMPLIAÇÃO DA CRECHE GUERINO PADOVANI, NO BAIRRO PADOVANI.",Não Especificado,,NELSON DE SOUSA SOARES
02702/2022,07/12/2022,AMPLIAÇÃO DA CRECHE RAINHA DA PAZ NO BAIRRO JARDIM BRANYL.,Não Especificado,,NELSON DE SOUSA SOARES
02701/2022,07/12/2022,SOBRE O MOTIVO DO TRANSPORTE COLETIVO NÃO ENTRAR NO BAIRRO PORTO ALEGRE.,Não Especificado,,MARCOS SABINO FERNANDES
02700/2022,07/12/2022,"INFORMAÇÕES SOBRE O CUMPRIMENTO E IMPLEMENTAÇÃO DA EMENDA CONSTITUCIONAL Nº 120/2022, QUE FIXA EM DOIS SALÁRIOS MÍNIMOS O PISO SALARIAL NACIONAL AOS AGENTES COMUNITÁRIOS DE SAÚDE E DE COMBATE ÀS ENDEMIAS E, NO TOCANTE AO REAJUSTE SALARIAL DOS AGENTES COMUNITÁRIOS.",Não Especificado,,"DENILTON ROCHA DOS SANTOS, PALOMA TATIANE DA SILVA"
02685/2022,01/12/2022,REQUERIMENTO DAS COMISSÕES PARA TRAMITAÇÃO EM REGIME DE URGÊNCIA ESPECIAL DO PROJETO DE LEI COMPLEMENTAR Nº 008/2022.,Não Especificado,,"COMISSÃO DE JUSTIÇA E REDAÇÃO 2021-2022, COMISSÃO DE FINANÇAS E ORÇAMENTO"
02684/2022,01/12/2022,"EM COMEMORAÇÃO AO DIA DO BIOMÉDICO, AQUI REPRESENTADOS PELO SENHOR DENIS GONSALVES DE ARAUJO.",Não Especificado,,INÊS LUIZA FELIX DA COSTA
02683/2022,01/12/2022,"A ASSOCIAÇÃO DE SERVIÇO E ASSISTÊNCIA SOCIAL - ASAS CAPIVARI, AQUI REPRESENTADA PELO SENHOR CELSO CARLOS ROSSI.",Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
02682/2022,01/12/2022,"AO SECRETARIO DE ESPORTE, JUVENTUDE E LAZER, SENHOR AMARILDO BORTOLETO JÚNIOR E AO SENHOR LAUDEMIR DRESCH, PELO 1º DESAFIO LAUDAX DE CAPIVARI.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
02681/2022,01/12/2022,"AO PADRE JUCIMAR BITENCOURT, PELO SEUS 25 ANOS DE ORDENAÇÃO PRESBITERAL.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02680/2022,01/12/2022,IMPLANTAÇÃO DE HORTAS PEDAGÓGICAS NAS ESCOLAS MUNICIPAIS DE CAPIVARI.,Não Especificado,,INÊS LUIZA FELIX DA COSTA
02679/2022,01/12/2022,PROMOVER MENSALMENTE NO MUNICÍPIO UMA FEIRA PARA O COMÉRCIO DE BRECHÓ.,Não Especificado,,INÊS LUIZA FELIX DA COSTA
02678/2022,01/12/2022,MANUTENÇÃO DA RUA DOUTOR ANTÔNIO BENJAMIM JACOVELLI.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02677/2022,01/12/2022,"CONSTRUÇÃO DE UMA PONTE NA RUA COSMÓPOLIS, LIGANDO O BAIRRO BOSQUE DOS PINHEIROS A AVENIDA DOUTOR ÊNIO PIRES DE CAMARGO.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02676/2022,01/12/2022,MELHORIAS NA MALHA ASFÁLTICA DE TODAS AS RUAS DO BAIRRO ALTO DO CASTELANI.,Não Especificado,,MARCOS SABINO FERNANDES
02675/2022,01/12/2022,"CONSERTO DAS CALÇADAS DA RUA DA GLÓRIA, NO BAIRRO SÃO LUÍS.",Não Especificado,,NELSON DE SOUSA SOARES
02674/2022,01/12/2022,"INSTALAÇÃO DE PLACA COM OS DIZERES ""PROIBINDO O DESCARTE DE ENTULHOS E LIXOS"", NA ÁREA VERDE SUBINDO A AVENIDA ITÁLIA.",Não Especificado,,PALOMA TATIANE DA SILVA
02673/2022,01/12/2022,PROVIDENCIAS NECESSÁRIAS PARA SANAR A FALTA D'ÁGUA EM ALGUNS BAIRROS DO MUNICÍPIO.,Não Especificado,,PALOMA TATIANE DA SILVA
02672/2022,01/12/2022,"PARTICIPAÇÃO NO PROGRAMA CPFL ENERGIA NOS HOSPITAIS, PARA INSTALAR OS PAINÉIS SOLARES NA SANTA CASA DE MISERICÓRDIA.",Não Especificado,,PALOMA TATIANE DA SILVA
02671/2022,01/12/2022,"IMPLANTAÇÃO DE ""PROGRAMA DE ALFABETIZAÇÃO DIGITAL DA TERCEIRA IDADE"".",Não Especificado,,PALOMA TATIANE DA SILVA
02670/2022,01/12/2022,"URGÊNCIA MELHORIAS NA MALHA ASFÁLTICA DA AVENIDA ITÁLIA, PRÓXIMO À ROTATÓRIA QUE DÁ ACESSO AO BAIRRO ALTO DO CASTELANI.",Não Especificado,,PALOMA TATIANE DA SILVA
02669/2022,01/12/2022,"REQUERIMENTO Nº 314/2022, DO VEREADOR MARCOS SABINO FERNANDES, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE RECAPE ASFÁLTICO NA RUA SEBASTIÃO ROSSI, NO BAIRRO ALTO DO CASTELANI.",Não Especificado,,MARCOS SABINO FERNANDES
02668/2022,01/12/2022,"REQUERIMENTO Nº 313/2022, DO VEREADOR DENILTON ROCHA DOS SANTOS, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE A ATA 62/2022, REFERENTE AO PREGÃO ELETRÔNICO 85/2022.",Não Especificado,,DENILTON ROCHA DOS SANTOS
02667/2022,01/12/2022,"REQUERIMENTO Nº 312/2022, DO VEREADOR JOSÉ EDUARDO BOMBONATTI, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE CONSTRUÇÃO DE UMA PONTE NA RUA COSMÓPOLIS, LIGANDO O BAIRRO BOSQUE DOS PINHEIROS A AVENIDA DOUTOR ÊNIO PIRES DE CAMARGO.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02666/2022,01/12/2022,"REQUERIMENTO Nº 311/2022, DA VEREADORA PALOMA TATIANE DA SILVA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE O PROGRAMA CPFL ENERGIA NOS HOSPITAIS.",Não Especificado,,PALOMA TATIANE DA SILVA
02659/2022,30/11/2022,PROJETO DE LEI 246/2022 - ALTERA A LEI Nº 6365/2022 - RENOMEIA CARGOS E RETIFICA ATRIBUIÇÕES,Não Especificado,,Poder Executivo
02658/2022,30/11/2022,PROJETO DE LEI 245/2022 - ALTERA LEI Nº 6071/2021-  INSTITUI FUNDO MUNICIPAL DOS DIREITOS DAS PESSOAS COM DEFICIÊNCIA,Não Especificado,,Poder Executivo
02632/2022,24/11/2022,"PROJETO DE LEI Nº 042/2022 -  ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR ÀS VERBAS ORÇAMENTÁRIAS DA CÂMARA MUNICIPAL DE CAPIVARI - R$ 5.400,00",Não Especificado,,Mesa Diretora 2021/2022
02631/2022,24/11/2022,"AOS FAMILIARES DO JOVEM VINÍCIUS MUNIZ, AOS QUAIS EXPRESSAMOS NOSSAS SINCERAS CONDOLÊNCIAS.",Não Especificado,,NELSON DE SOUSA SOARES
02630/2022,24/11/2022,ESTUDOS PARA EXECUTAR O HINO NACIONAL NAS ESCOLAS MUNICIPAIS TODOS OS DIAS.,Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
02628/2022,24/11/2022,SOBRE ESTUDOS PARA A EXECUÇÃO DO HINO NACIONAL NAS ESCOLAS MUNICIPAIS.,Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
02626/2022,24/11/2022,"AO COVABRA SUPERMERCADOS, A COSMOS INDUSTRIA DE BEBIDAS, A CAPIVARIANA ALIMENTOS, AO VIVA SUPERMERCADOS, A PLASTCAP, E A INDÚSTRIA RHOMICROM, PELA DOAÇÃO A CAMPANHA ENTREGA SOLIDÁRIA.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02625/2022,24/11/2022,OPERAÇÃO TAPA BURACO EM TODO O BAIRRO JARDIM IMPERIAL E PINHALZINHO.,Não Especificado,,MARCOS SABINO FERNANDES
02624/2022,24/11/2022,"OPERAÇÃO TAPA BURACO NA RUA GERALDO SILVEIRA LEITE,   NO BAIRRO JARDIM IMPERIAL.",Não Especificado,,MARCOS SABINO FERNANDES
02623/2022,24/11/2022,MANUTENÇÃO NA INFRAESTRUTURA DO BAIRRO MORRO AMARELO.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02622/2022,24/11/2022,LIMPEZA E MANUTENÇÃO A RECOLOCAÇÃO DA GRADE DO BUEIRO NA AVENIDA CRISTIANO BRUNHAROTTO DO BAIRRO SÃO PEDRO.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02621/2022,24/11/2022,"SEMÁFORO PARA PEDESTRES NA ALAMEDA FAUSTINA FRANCHI ANNICCHINO, EM FRENTE AO CEMITÉRIO SÃO JOÃO BATISTA.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02620/2022,24/11/2022,"LIMPEZA E MANUTENÇÃO E A RECOLOCAÇÃO DA GRADE DO BUEIRO, LOCALIZADO NA 	AVENIDA JOSÉ ANNICCHINO NA ALTURA DO NUMERO 851, NO RESIDENCIAL SANTO ANTÔNIO.",Não Especificado,,NELSON DE SOUSA SOARES
02618/2022,23/11/2022,REFORÇO DA RONDA OSTENSIVA E PATRULHAMENTO DA GUARDA CIVIL MUNICIPAL NO BAIRRO PINHALZINHO E JARDIM IMPERIAL,Não Especificado,,NELSON DE SOUSA SOARES
02617/2022,23/11/2022,"LIMPEZA COM ROÇAGEM, VARRIÇÃO E CAPINAÇÃO DO TERRENO DA EMEIEF PROFESSOR DERLY ANDRIOTTI NO BAIRRO JARDIM SANTA RITA DE CÁSSIA (TREVO).",Não Especificado,,NELSON DE SOUSA SOARES
02616/2022,23/11/2022,"EFETUAR A CHAMADA OPERAÇÃO TAPA BURACO, EM TODA EXTENSÃO DA RUA FRANCISCO FLÓRIO, NO BAIRRO JARDIM PRIMAVERA.",Não Especificado,,ODÉSIO DE JESUS FERRAZ
02615/2022,23/11/2022,"TROCA DE LÂMPADAS PELAS LEDES, DO CANTEIRO NO TRECHO ENTRE A AVENIDA JOSÉ ANNICCHINO E A RUA ISMAEL BUENO DE OLIVEIRA, QUE NÃO RECEBERAM ESSE BENEFICIO.",Não Especificado,,ODÉSIO DE JESUS FERRAZ
02614/2022,23/11/2022,"BOCA DE LOBO, E APÓS O RECAPEAMENTO ASFÁLTICO EM TODA EXTENSÃO DA RUA DOUTOR JOSÉ LUIZ CABREIRA.",Não Especificado,,ODÉSIO DE JESUS FERRAZ
02613/2022,23/11/2022,"LIMPEZA E RECOLOCAÇÃO DE UMA GRADE OU TAMPA DO BUEIRO, LOCALIZADO NO FINAL DA RUA ANTÔNIO JARUSSI.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
02612/2022,23/11/2022,"PINTURA DE BANCOS, ARQUIBANCADAS E PAREDES DAS QUADRAS DAS ESCOLAS MUNICIPAIS.",Não Especificado,,PALOMA TATIANE DA SILVA
02611/2022,23/11/2022,IMPLANTAÇÃO DE CONTEÚDOS COM INFORMAÇÕES E CONSCIENTIZAÇÃO SOBRE O QUE É INCLUSÃO DE ALUNOS COM DEFICIÊNCIA.,Não Especificado,,PALOMA TATIANE DA SILVA
02610/2022,23/11/2022,"INSTALAÇÃO DE BRINQUEDOS INCLUSIVOS PARA CRIANÇAS COM DEFICIÊNCIA, BEBEDOUROS, BANHEIROS E TRICICLOS ADAPTADOS, RAMPAS DE ACESSO E TRILHA ACESSÍVEL NO INTERIOR DO PARQUE ECOLÓGICO MURILO FERREIRA CARNICELLI.",Não Especificado,,PALOMA TATIANE DA SILVA
02609/2022,23/11/2022,SOLICITANDO INFORMAÇÕES SOBRE INFRAESTRURA NO BAIRRO MORRO AMARELO.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02608/2022,23/11/2022,"INFORMAÇÕES SOBRE SEMÁFORO PARA PEDESTRES NA ALAMEDA FAUSTINA FRANCHI ANNICCHINO, EM FRENTE AO CEMITÉRIO SÃO JOÃO BATISTA.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02607/2022,23/11/2022,"INFORMAÇÕES SOBRE ANÁLISE E AVALIAÇÃO DA LEI FEDERAL Nº 14.260/2021, QUE ESTABELECE POLÍTICAS DE INCENTIVO À RECICLAGEM EM TODO O TERRITÓRIO NACIONAL.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
02606/2022,23/11/2022,"SOLICITANDO INFORMAÇÕES SOBRE ASFALTAR A RUA ANTÔNIO FERNANDES CARVALHO, NO BAIRRO ROSSI.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
02605/2022,23/11/2022,SOLICITANDO INFORMAÇÕES SOBRE A MANUTENÇÃO DA PONTE DO LAMBEDOURO. ENTRE OUTRAS INFORMAÇÕES.,Não Especificado,,DENILTON ROCHA DOS SANTOS
02603/2022,18/11/2022,"MOÇÃO DE PESAR Nº 137/2022, DE AUTORIA DOS VEREADORES INÊS LUÍSA FÉLIX DA COSTA E DENILTON ROCHA DOS SANTOS, COM APOIO DOS DEMAIS PARES, AOS FAMILIARES DA SENHORA ESMERALDA ROSATTO DE CARVALHO, AOS QUAIS EXPRESSAMOS NOSSAS SINCERAS CONDOLÊNCIAS.",Não Especificado,,"DENILTON ROCHA DOS SANTOS, INÊS LUIZA FELIX DA COSTA"
02602/2022,18/11/2022,"MOÇÃO DE PESAR Nº 136/2022, DE AUTORIA DO VEREADOR THIAGO JÚNIOR ANESIO BRAGGION, COM APOIO DOS DEMAIS PARES, AOS FAMILIARES PAULO JERONIMO SANCHES, AOS QUAIS EXPRESSAMOS NOSSAS SINCERAS CONDOLÊNCIAS.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
02601/2022,18/11/2022,"MOÇÃO DE PESAR Nº 135/2022, DE AUTORIA DO VEREADOR THIAGO JÚNIOR ANESIO BRAGGION, COM APOIO DOS DEMAIS PARES, AOS FAMILIARES SENHOR JACKSON JOSÉ CAPOSSOLI, AOS QUAIS EXPRESSAMOS NOSSAS SINCERAS CONDOLÊNCIAS.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
02600/2022,18/11/2022,"MOÇÃO DE PESAR Nº 134/2022, DE AUTORIA DOS VEREADORES ELISSANDRO DA SILVA LEITE, COM APOIO DOS DEMAIS PARES, AOS FAMILIARES DA SENHORA MARIA DO CARMO CASTELLANI, AOS QUAIS EXPRESSAMOS NOSSAS SINCERAS CONDOLÊNCIAS.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
02599/2022,18/11/2022,"MOÇÃO DE PESAR Nº 133/2022, DE AUTORIA DOS VEREADORES ELISSANDRO DA SILVA LEITE E ODÉSIO DE JESUS FERRAZ, COM APOIO DOS DEMAIS PARES, AOS FAMILIARES DO SENHOR JOEL BATAGIM, AOS QUAIS EXPRESSAMOS NOSSAS SINCERAS CONDOLÊNCIAS.",Não Especificado,,"ELISSANDRO DA SILVA LEITE - SANDRO MODAS, ODÉSIO DE JESUS FERRAZ"
02598/2022,18/11/2022,"MOÇÃO DE APLAUSOS Nº 132/2022, DE AUTORIA DO VEREADOR NELSON DE SOUSA SOARES, COM APOIO DOS DEMAIS PARES, AO SENHOR FABIANO DANTAS, PELAS AÇÕES SOCIAIS DESENVOLVIDAS EM CAPIVARI.",Não Especificado,,NELSON DE SOUSA SOARES
02597/2022,18/11/2022,"MOÇÃO DE APLAUSOS Nº 131/2022, DE AUTORIA DO VEREADOR THIAGO JÚNIOR ANESIO BRAGGION, COM APOIO DOS DEMAIS PARES, A CANTORA GOSPEL GABRIELA SILVA.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
02596/2022,18/11/2022,"INDICAÇÃO Nº 923 - IMPLANTAÇÃO DE SINALIZAÇÃO DE TRÂNSITO, PROIBINDO TRAFEGO DE VEÍCULOS PESADOS NA RUA FIORAVANTI ROSSI.",Não Especificado,,NELSON DE SOUSA SOARES
02595/2022,18/11/2022,INDICAÇÃO Nº 922 - MELHORIAS NA MALHA ASFÁLTICA DE TODAS AS RUAS DO BAIRRO PIPEIRO.,Não Especificado,,NELSON DE SOUSA SOARES
02594/2022,18/11/2022,INDICAÇÃO Nº 921 - PINTURA DE FAIXA CONTINUA NA RUA FIORAVANTI ROSSI.,Não Especificado,,NELSON DE SOUSA SOARES
02593/2022,18/11/2022,"INDICAÇÃO Nº 920 - LIMPEZA DA ÁREA VERDE E INSTALAÇÃO PLACAS COM DIZERES PROIBIDO JOGAR LIXO, NO BAIRRO MORETO.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
02592/2022,18/11/2022,"INDICAÇÃO Nº 919 - MANUTENÇÃO DA RUA MOISÉS BIAZIO, NO BAIRRO MORETO.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
02591/2022,18/11/2022,INDICAÇÃO Nº 918 - PLACAS EM DIVERSOS LOCAIS DO MUNICÍPIO VALORIZANDO AS ATIVIDADES DE CICLISMO.,Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
02590/2022,18/11/2022,INDICAÇÃO Nº 917 - PLACAS MOTIVACIONAIS PARA A PRATICA ESPORTIVA EM PONTOS ESTRATÉGICOS DO MUNICÍPIO.,Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
02589/2022,18/11/2022,"MOÇÃO DE APLAUSOS Nº 130/2022, DE AUTORIA DO VEREADOR VINICIUS SCARSO, COM APOIO DOS DEMAIS PARES, A ORQUESTRA DE VIOLEIROS DE CAPIVARI, AQUI REPRESENTADOS PELO MÚSICO E DIRETOR DA SMAB ESCOLA DE MUSICA ELIEL GOIS.",Não Especificado,,VINÍCIUS SCARSO
02588/2022,18/11/2022,"CONSTRUÇÃO DE UM SARJETÃO NA AVENIDA JOSÉ ANNICCHINO, PRÓXIMO AO ZEZINHO TIJOLOS.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
02587/2022,18/11/2022,"LIMPEZA E TROCA DA TAMPA DE BUEIRO, LOCALIZADO NA RUA SÃO PAULO, NA VILA CARDOSO.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
02586/2022,18/11/2022,"COLOCAR NO CALENDÁRIO DE EVENTOS DO MUNICÍPIO E REALIZAR A FESTA DAS NAÇÕES, COM INTUITO DE ARRECADAR RECURSOS PARA AS INSTITUIÇÕES.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
02585/2022,18/11/2022,"VISTORIA NOS BUEIROS DO BAIRRO ALTO DO CASTELANI, E APÓS EFETUE A LIMPEZA.",Não Especificado,,MARCOS SABINO FERNANDES
02584/2022,18/11/2022,"SERVIÇO DE ROÇAGEM DO MATO DAS CALÇADAS DOS BAIRROS JARDIM DO BOSQUE, JARDIM BRANYL, ALTO DO CASTELANI E JARDIM IMPERIAL.",Não Especificado,,MARCOS SABINO FERNANDES
02583/2022,18/11/2022,PINTURA DA RAMPA DE ACESSIBILIDADE PARA CADEIRANTE E DEMARCAÇÃO DE VAGAS DE ESTACIONAMENTO DEFICIENTES FÍSICOS NA RUA FERNANDO DE BARROS.,Não Especificado,,JEISELE RENATA ROSADA
02582/2022,18/11/2022,"ESTUDOS PARA MELHORAR O TRÂNSITO, E EVITAR ACIDENTES NO TRECHO QUE LIGA A RUA FREDERICO OZANAN, ATÉ A RODOVIA FRANCISCO AGUIRRE PROENÇA.",Não Especificado,,PALOMA TATIANE DA SILVA
02581/2022,18/11/2022,GRADE DE BUEIRO NA RUA ORLANDO CARNICELLI.,Não Especificado,,PALOMA TATIANE DA SILVA
02580/2022,18/11/2022,TAPA-BURACO NA AVENIDA PIRATININGA.,Não Especificado,,PALOMA TATIANE DA SILVA
02579/2022,18/11/2022,"MANUTENÇÃO DA MALHA ASFÁLTICA DA RUA ISMAEL BUENO DE OLIVEIRA, NO BAIRRO JARDIM ELISA.",Não Especificado,,PALOMA TATIANE DA SILVA
02578/2022,18/11/2022,"REVITALIZAÇÃO DA PINTURA DAS FAIXAS DE PEDESTRE, DO MUNICÍPIO.",Não Especificado,,PALOMA TATIANE DA SILVA
02577/2022,18/11/2022,MELHORIAS NA ACESSIBILIDADE NA EMEIEF PROFESSORA TERESINHA APARECIDA FRANCHI.,Não Especificado,,PALOMA TATIANE DA SILVA
02576/2022,18/11/2022,SOBRE A FALTA DE MÉDICO GINECOLOGISTA NO POSTO DE SAÚDE DO BAIRRO SÃO JOÃO BATISTA.,Não Especificado,,MARCOS SABINO FERNANDES
02575/2022,18/11/2022,"SOBRE ESTUDOS PARA A CRIAÇÃO DE UM PROJETO DE LEI, CONCEDENDO ISENÇÕES E INCENTIVOS FISCAIS ÀS EMPRESAS QUE EFETUAREM INVESTIMENTOS NO MUNÍCIPIO DE CAPIVARI.",Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
02574/2022,18/11/2022,SOBRE ESTUDOS PARA A CRIAÇÃO DE UM PROJETO DE LEI DE POLÍTICAS MUNICIPAL DE INCENTIVO E PROMOÇÃO AO DESENVOLVIMENTO DE STARTUPS.,Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
02573/2022,18/11/2022,INFORMAÇÕES SOBRE ESTUDOS PARA IMPLANTAR NO CALENDÁRIO DE EVENTOS MUNICIPAIS E REALIZAR A FESTA DAS NAÇÕES COM O INTUITO DE ARRECADAR RECURSOS PARA AS INSTITUIÇÕES ASSISTENCIAIS.,Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
02572/2022,18/11/2022,MELHORIAS NO TRECHO QUE LIGA A RUA FREDERICO OZANAN ATÉ A RODOVIA JORNALISTA FRANCISCO AGUIRRE PROENÇA.,Não Especificado,,PALOMA TATIANE DA SILVA
02571/2022,18/11/2022,"REQUERIMENTO Nº 299/2022, DA VEREADORA PALOMA TATIANE DA SILVA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE TROCA DE TUBULAÇÃO DE ESGOTO. ENTRE OUTRAS INFORMAÇÕES.",Não Especificado,,PALOMA TATIANE DA SILVA
02570/2022,18/11/2022,"REQUERIMENTO Nº 298/2022, DA VEREADORA PALOMA TATIANE DA SILVA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE PROGRAMA DE RECAPE NA AVENIDA PIRATININGA.",Não Especificado,,PALOMA TATIANE DA SILVA
02569/2022,18/11/2022,"REQUERIMENTO Nº 297/2022, DA VEREADORA PALOMA TATIANE DA SILVA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE VAGAS PARA CRIANÇAS NAS CRECHES MUNICIPAIS. ENTRE OUTRAS INFORMAÇÕES.",Não Especificado,,PALOMA TATIANE DA SILVA
02568/2022,18/11/2022,"REQUERIMENTO Nº 296/2022, DA VEREADORA PALOMA TATIANE DA SILVA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE MAPEAMENTO DE ALUNOS COM DEFICIÊNCIA, NAS ESCOLAS MUNICIPAIS.",Não Especificado,,PALOMA TATIANE DA SILVA
02567/2022,18/11/2022,"REQUERIMENTO Nº 295/2022, DA VEREADORA PALOMA TATIANE DA SILVA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE QUADRO DE FUNCIONÁRIOS DA PREFEITURA.",Não Especificado,,PALOMA TATIANE DA SILVA
02562/2022,16/11/2022,"PROJETO DE LEI 244/2022 - MODIFICA LEI Nº 4692/2015 - ALTERAÇAO, ATUALIZAÇAO E CONSOLIDAÇAO - LEGISLAÇAO PREVIDENCIARIA - CAPIVARIPREV",Não Especificado,,Poder Executivo
02561/2022,16/11/2022,PROJETO DE LEI 243/2022 - ALTERA A LEI Nº 6365/2022 - QUADRO DE SERVIDORES EFETIVOS - PEDAGOGO SOCIAL,Não Especificado,,Poder Executivo
